V1,code,iso3c,EU27,name,eia,iea,water_code,water_area,baci,fish,region_code,cbs,fabio_code,iso2c,region,uISO3c,Lassaletta,region_krausmann,region_HANPP,region_krausmann2,region_UN_sub,region_UN,region_ILO1,region_ILO2,region_ILO3,region_IEA,region_IPCC,region_labour,region_labour_agg,region_labour_mech,region_test
54,54,DNK,TRUE,Denmark,Denmark,Denmark,54,Denmark,208,208,9,TRUE,54,DK,OECD Europe,1,Denmark,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
72,72,DJI,FALSE,Djibouti,Djibouti,,72,Djibouti,262,262,7,TRUE,72,,Eastern Africa,1,Djibouti,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
55,55,DMA,FALSE,Dominica,Dominica,,55,Dominica,212,212,3,TRUE,55,,Central America,1,Dominica,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
56,56,DOM,FALSE,Dominican Republic,Dominican Republic,Dominican Republic,56,Dominican Republic,214,214,3,TRUE,56,,Central America,1,Dominican Republic,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
242,250,COD,FALSE,DR Congo,Congo (Kinshasa),Democratic Republic of the Congo,250,"Congo, Democratic Republic of",180,180,6,TRUE,250,,Western Africa,1,Democratic Republic of the Congo,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Central Africa,Emerging,Annex_II,Middle Africa,SAA,no_mech,Other
58,58,ECU,FALSE,Ecuador,Ecuador,Ecuador,58,Ecuador,218,218,4,TRUE,58,,South America,1,Ecuador,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
59,59,EGY,FALSE,Egypt,Egypt,Egypt,59,Egypt,818,818,5,TRUE,59,,Northern Africa,1,Egypt,Northern Africa and Western Asia,North Africa and West Asia,MENA,Northern Africa,Africa,Africa,Northern Africa,Northern Africa,Emerging,Annex_II,Northern Africa,MENA,no_mech,Other
60,60,SLV,FALSE,El Salvador,El Salvador,El Salvador,60,El Salvador,222,222,3,TRUE,60,,Central America,1,El Salvador,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Central America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
61,61,GNQ,FALSE,Equatorial Guinea,Equatorial Guinea,,61,Equatorial Guinea,226,226,6,FALSE,999,,Western Africa,1,Equatorial Guinea,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Central Africa,Emerging,Annex_II,Middle Africa,SAA,no_mech,Other
175,178,ERI,FALSE,Eritrea,Eritrea,Eritrea,178,Eritrea,232,232,7,TRUE,178,,Eastern Africa,1,Eritrea,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
63,63,EST,TRUE,Estonia,Estonia,Estonia,63,Estonia,233,233,11,TRUE,63,EE,Former USSR,1,Estonia,Eastern and South Eastern Europe,East Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Emerging,Annex_I,FSU,FSU,mech,Europe
205,209,SWZ,FALSE,Eswatini,Swaziland,,209,Swaziland,NA,748,8,TRUE,999,,Southern Africa,1,Swaziland,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Southern Africa,Emerging,Annex_II,Southern Africa,SAA,mech,Other
234,238,ETH,FALSE,Ethiopia,Ethiopia,Ethiopia,238,Ethiopia,231,231,7,TRUE,238,,Eastern Africa,1,Ethiopia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
62,62,ETH,FALSE,Ethiopia PDR,,,999,Global average,231,230,7,TRUE,238,,Eastern Africa,0,Ethiopia PDR,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
65,65,FLK,FALSE,Falkland Islands (Malvinas),Falkland Islands (Islas Malvinas),,999,Global average,238,238,4,FALSE,999,,South America,1,Falkland Islands (Malvinas),Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
64,64,FRO,FALSE,Faroe Islands,Faroe Islands,,64,Faroe Islands,NA,234,9,FALSE,999,,OECD Europe,1,Faroe Islands,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Emerging,Annex_II,Northern Europe,Europe,mech,Europe
66,66,FJI,FALSE,Fiji,Fiji,,66,Fiji,242,242,16,TRUE,66,,Oceania,1,Fiji,Australia and Oceania,North America and Oceania,Oceania,Melanesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
67,67,FIN,TRUE,Finland,Finland,Finland,67,Finland,246,246,9,TRUE,67,FI,OECD Europe,1,Finland,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
68,68,FRA,TRUE,France,France,France,68,France,251,250,9,TRUE,68,FR,OECD Europe,1,France,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Advanced,Annex_I,Western Europe,Europe,mech,Europe
69,69,GUF,FALSE,French Guiana,French Guiana,,69,French Guiana,NA,254,4,FALSE,999,,South America,1,French Guiana,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
70,70,PYF,FALSE,French Polynesia,French Polynesia,,70,French Polynesia,258,258,16,TRUE,70,,Oceania,1,French Polynesia,Australia and Oceania,North America and Oceania,Oceania,Polynesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,no_mech,Other
71,71,ATF,FALSE,French Southern and Antarctic Territories,,,999,Global average,260,260,16,FALSE,999,,Oceania,1,French Southern and Antarctic Territories,Australia and Oceania,North America and Oceania,Oceania,Sub-Saharan Africa,Africa,Americas,Northern America,Northern America,Emerging,Annex_II,Northern America,NAME,mech,Other
74,74,GAB,FALSE,Gabon,Gabon,Gabon,74,Gabon,266,266,6,TRUE,74,,Western Africa,1,Gabon,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Central Africa,Emerging,Annex_II,Middle Africa,SAA,no_mech,Other
75,75,GMB,FALSE,Gambia,"Gambia, The",,75,Gambia,270,270,6,TRUE,75,,Western Africa,1,Gambia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
73,73,GEO,FALSE,Georgia,Georgia,Georgia,73,Georgia,268,268,11,TRUE,73,,Former USSR,1,Georgia,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Western Asia,Asia,Europe and Central Asia,Central and Western Asia,Western Asia,Emerging,Annex_II,FSU,FSU,no_mech,Other
76,79,DEU,TRUE,Germany,Germany,Germany,79,Germany,276,276,9,TRUE,79,DE,OECD Europe,1,Germany,Western Europe,West Europe,Europe,Western Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Western Europe,Advanced,Annex_I,Western Europe,Europe,mech,Europe
78,81,GHA,FALSE,Ghana,Ghana,Ghana,81,Ghana,288,288,6,TRUE,81,,Western Africa,1,Ghana,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
79,82,GIB,FALSE,Gibraltar,Gibraltar,Gibraltar,999,Global average,292,292,9,FALSE,999,,OECD Europe,1,Gibraltar,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Emerging,Annex_II,Southern Europe,Europe,mech,Europe
81,84,GRC,TRUE,Greece,Greece,Greece,84,Greece,300,300,9,TRUE,84,GR,OECD Europe,1,Greece,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
82,85,GRL,FALSE,Greenland,Greenland,,999,Global average,304,304,9,FALSE,999,,OECD Europe,1,Greenland,Western Europe,West Europe,Europe,Northern America,Americas,Americas,Northern America,Northern America,Emerging,Annex_II,Northern America,NAME,mech,Other
83,86,GRD,FALSE,Grenada,Grenada,,86,Grenada,308,308,3,TRUE,86,,Central America,1,Grenada,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
84,87,GLP,FALSE,Guadeloupe,Guadeloupe,,87,Guadeloupe,NA,312,3,FALSE,999,,Central America,1,Guadeloupe,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
85,88,GUM,FALSE,Guam,Guam,,88,Guam,316,316,16,FALSE,999,,Oceania,1,Guam,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
86,89,GTM,FALSE,Guatemala,Guatemala,Guatemala,89,Guatemala,320,320,3,TRUE,89,,Central America,1,Guatemala,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Central America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
87,90,GIN,FALSE,Guinea,Guinea,,90,Guinea,324,324,6,TRUE,90,,Western Africa,1,Guinea,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
172,175,GNB,FALSE,Guinea-Bissau,Guinea-Bissau,,175,Guinea-Bissau,624,624,6,TRUE,175,,Western Africa,1,Guinea-Bissau,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
88,91,GUY,FALSE,Guyana,Guyana,,91,Guyana,328,328,4,TRUE,91,,South America,1,Guyana,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,South America,Emerging,Annex_II,Andean & Mexico,LACA,no_mech,Other
90,93,HTI,FALSE,Haiti,Haiti,Haiti,93,Haiti,332,332,3,TRUE,93,,Central America,1,Haiti,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
89,92,HMD,FALSE,Heard and McDonald Islands,,,999,Global average,NA,334,16,FALSE,999,,Oceania,1,Heard and McDonald Islands,Australia and Oceania,North America and Oceania,Oceania,Australia and New Zealand,Oceania,,,,,,Pacific,AUS,mech,Other
91,94,VAT,FALSE,Holy See,,,999,Global average,NA,336,9,FALSE,999,,OECD Europe,1,Holy See,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
92,95,HND,FALSE,Honduras,Honduras,Honduras,95,Honduras,340,340,3,TRUE,95,,Central America,1,Honduras,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Central America,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
94,97,HUN,TRUE,Hungary,Hungary,Hungary,97,Hungary,348,348,10,TRUE,97,HU,Eastern Europe,1,Hungary,Eastern and South Eastern Europe,East Europe,Europe,Eastern Europe,Europe,Europe and Central Asia,Eastern Europe,Eastern Europe,Advanced,Annex_I,Eastern Europe,Europe,mech,Europe
96,99,ISL,FALSE,Iceland,Iceland,Iceland,99,Iceland,352,352,9,TRUE,99,,OECD Europe,1,Iceland,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
97,100,IND,FALSE,India,India,India,100,India,699,356,13,TRUE,100,,South Asia,1,India,Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
98,101,IDN,FALSE,Indonesia,Indonesia,Indonesia,101,Indonesia,360,360,15,TRUE,101,,South East Asia,1,Indonesia,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
99,102,IRN,FALSE,Iran,Iran,Islamic Republic of Iran,102,"Iran, Islamic Republic of",364,364,12,TRUE,102,,Middle East,1,Iran (Islamic Republic of),Southern Asia,South and Central Asia,Southern Asia,Southern Asia,Asia,Asia and the Pacific,Southern Asia,Southern Asia,Emerging,Annex_II,Southern Asia,SE-Asia,no_mech,Other
100,103,IRQ,FALSE,Iraq,Iraq,Iraq,103,Iraq,368,368,12,TRUE,103,,Middle East,1,Iraq,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
101,104,IRL,TRUE,Ireland,Ireland,Ireland,104,Ireland,372,372,9,TRUE,104,IE,OECD Europe,1,Ireland,Western Europe,West Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Advanced,Annex_I,Northern Europe,Europe,mech,Europe
102,105,ISR,FALSE,Israel,Israel,Israel,105,Israel,376,376,12,TRUE,105,,Middle East,1,Israel,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Europe and Central Asia,Central and Western Asia,Western Asia,Advanced,Annex_II,Western Asia,MENA,no_mech,Other
103,106,ITA,TRUE,Italy,Italy,Italy,106,Italy,381,380,9,TRUE,106,IT,OECD Europe,1,Italy,Western Europe,West Europe,Europe,Southern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Southern Europe,Advanced,Annex_I,Southern Europe,Europe,mech,Europe
104,107,CIV,FALSE,Ivory Coast,Cote dIvoire (IvoryCoast),Côte d'Ivoire,107,Côte d'Ivoire,384,384,6,TRUE,107,,Western Africa,1,Cote d'Ivoire,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
106,109,JAM,FALSE,Jamaica,Jamaica,Jamaica,109,Jamaica,388,388,3,TRUE,109,,Central America,1,Jamaica,Latin America and the Caribbean,Latin America and Caribbean,LACA,Latin America and the Caribbean,Americas,Americas,Latin America and the Caribbean,Caribbean,Emerging,Annex_II,Caribbean & Centra Am.,LACA,no_mech,Other
107,110,JPN,FALSE,Japan,Japan,Japan,110,Japan,392,392,17,TRUE,110,,Japan,1,Japan,Eastern Asia,East Asia,S&E Asia,Eastern Asia,Asia,Asia and the Pacific,Eastern Asia,Eastern Asia,Advanced,Annex_I,Eastern Asia,SE-Asia,no_mech,Other
108,111,JTN,FALSE,Johnston Island,,,999,Global average,NA,396,16,FALSE,999,,Oceania,1,Johnston Island,Australia and Oceania,North America and Oceania,Oceania,Northern America,Americas,Americas,Northern America,Northern America,Advanced,Annex_I,Northern America,NAME,mech,Other
109,112,JOR,FALSE,Jordan,Jordan,Jordan,112,Jordan,400,400,12,TRUE,112,,Middle East,1,Jordan,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
105,108,KAZ,FALSE,Kazakhstan,Kazakhstan,Kazakhstan,108,Kazakhstan,398,398,11,TRUE,108,,Former USSR,1,Kazakhstan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
111,114,KEN,FALSE,Kenya,Kenya,Kenya,114,Kenya,404,404,7,TRUE,114,,Eastern Africa,1,Kenya,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Eastern Africa,Emerging,Annex_II,Eastern Africa,SAA,no_mech,Other
80,83,KIR,FALSE,Kiribati,Kiribati,,83,Kiribati,296,296,16,TRUE,83,,Oceania,1,Kiribati,Australia and Oceania,North America and Oceania,Oceania,Micronesia,Oceania,Asia and the Pacific,South-Eastern Asia and the Pacific,Pacific Islands,Emerging,Annex_II,Pacific,AUS,mech,Other
115,118,KWT,FALSE,Kuwait,Kuwait,Kuwait,118,Kuwait,414,414,12,TRUE,118,,Middle East,1,Kuwait,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
110,113,KGZ,FALSE,Kyrgyzstan,Kyrgyzstan,Kyrgyzstan,113,Kyrgyzstan,417,417,11,TRUE,113,,Former USSR,1,Kyrgyzstan,Central Asia and Russian Federation,South and Central Asia,CAS & Russia,Central Asia,Asia,Europe and Central Asia,Central and Western Asia,Central Asia,Emerging,Annex_II,FSU,FSU,mech,Other
117,120,LAO,FALSE,Lao,Laos,,120,Lao People's Democratic Republic,418,418,15,TRUE,120,,South East Asia,1,Lao People's Democratic Republic,Southeastern Asia,South and Central Asia,S&E Asia,South-eastern Asia,Asia,Asia and the Pacific,South-Eastern Asia and the Pacific,South-Eastern Asia,Emerging,Annex_II,South-eastern Asia,SE-Asia,no_mech,Other
116,119,LVA,TRUE,Latvia,Latvia,Latvia,119,Latvia,428,428,11,TRUE,119,LV,Former USSR,1,Latvia,Eastern and South Eastern Europe,East Europe,Europe,Northern Europe,Europe,Europe and Central Asia,"Northern, Southern and Western Europe",Northern Europe,Emerging,Annex_I,FSU,FSU,mech,Europe
118,121,LBN,FALSE,Lebanon,Lebanon,Lebanon,121,Lebanon,422,422,12,TRUE,121,,Middle East,1,Lebanon,Northern Africa and Western Asia,North Africa and West Asia,MENA,Western Asia,Asia,Arab States,Arab States,Arab States,Emerging,Annex_II,Western Asia,MENA,no_mech,Other
119,122,LSO,FALSE,Lesotho,Lesotho,,122,Lesotho,426,426,8,TRUE,122,,Southern Africa,1,Lesotho,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Southern Africa,Emerging,Annex_II,Southern Africa,SAA,mech,Other
120,123,LBR,FALSE,Liberia,Liberia,,123,Liberia,430,430,6,TRUE,123,,Western Africa,1,Liberia,Subsaharan Africa,Sub-saharan Africa,SSA,Sub-Saharan Africa,Africa,Africa,Sub-Saharan Africa,Western Africa,Emerging,Annex_II,Western Africa,SAA,no_mech,Other
